"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
201804,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",28,21364000
201804,"ABC Aerolineas S.A. de C.V. dba Interjet","4O","ABC Aerolineas S.A. de C.V. dba Interjet","4O","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",24,3425980
201804,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B744","-",3,1998000
201804,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B789","-",13,5525000
201804,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B744","-",30,18900000
201804,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",372,63804696
201804,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",147,20949404
201804,"Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-",59,4430900
201804,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
201804,"Iberia","IB","Iberia","IB","Domestic","Europe","Passenger","Wide Body","Airbus","A332","-",3,1190496
201804,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",143,10728796
201804,"Hong Kong Airlines Limited","HX","Hong Kong Airlines Limited","HX","International","Asia","Passenger","Wide Body","Airbus","A359","-",18,8205512
201804,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",60,24074460
201804,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",13,2229760
201804,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",17,2417366
201804,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",13,1925522
201804,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",22,2985060
201804,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-",34,11084000
201804,"Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Airbus","A388","-",30,25860210
201804,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",78,43212000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD90","-",1,142000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-",49,17150000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-",7,2240000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",92,20608000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",308,60984000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",321,50493300
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",181,26480300
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B712","-",185,20350000
201804,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",10,1344820
201804,"Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",68,5112104
201804,"Compass Airlines","CP","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",331,24883918
201804,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
201804,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
201804,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-",12,4761984
201804,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
201804,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-",26,17316000
201804,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","B773","-",60,33240000
201804,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-",26,11865282
201804,"COPA Airlines, Inc.","CM","COPA Airlines, Inc.","CM","International","Central America","Passenger","Narrow Body","Boeing","B738","-",77,11265100
201804,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B744","-",31,19493043
201804,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Airbus","A388","-",29,24998203
201804,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B763","-",22,7024000
201804,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B762","-",20,5440000
201804,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-",8,5216000
201804,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Boeing","B772","-",1,460000
201804,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-",24,15594000
201804,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-",30,13558440
201804,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",28,5544000
201804,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",182,26208000
201804,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",28,11110400
201804,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",800,137200000
201804,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",29,4123742
201804,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
201804,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",8,1236400
201804,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",143,22119900
201804,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",30,4320000
201804,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",131,18864000
201804,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",2,258400
201804,"Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-",136,23746416
201804,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",72,10248177
201804,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1693,241806068
201804,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",180,24801840
201804,"Air Pacific Limited dba Fiji Airways","FJ","Air Pacific Limited dba Fiji Airways","FJ","International","Australia / Oceania","Passenger","Wide Body","Airbus","A332","-",9,3571488
201804,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",26,14404000
201804,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B772","-",4,1880000
201804,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B773","-",1,554000
201804,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-",38,18696000
201804,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-",23,12742000
201804,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B772","-",2,920208
201804,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B772","-",5,2300300
201804,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Airbus","A388","-",9,7658856
201804,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","B748","-",30,20640000
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","B789","-",28,11900000
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","B788","-",2,760000
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","B763","-",30,9597000
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Boeing","B738","-",1,152800
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","-",19,3258880
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-",177,25185581
201804,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","-",5,675717
201804,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",87,12576300
201804,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A333","-",22,8972810
201803,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B744","-",3,1956000
201803,"WOW Air","WW","WOW Air","WW","International","Europe","Passenger","Wide Body","Airbus","A333","-",13,5302115
201803,"Volaris Airlines","Y4","Volaris Airlines","Y4","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",29,4219645
201803,"Volaris Airlines","Y4","Volaris Airlines","Y4","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",3,413367
201803,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Boeing","B789","-",44,18700000
201803,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Airbus","A346","-",10,5709970
201803,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-",2,850000
201803,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-",1,425000
201803,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",30,12750000
201803,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-",131,55675000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-",6,2550000
201803,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B788","-",28,10640000
201803,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B788","-",26,9880000
201803,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B788","-",1,380000
201803,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-",25,9500000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-",4,1520000
201803,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",24,13296000
201803,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-",110,60940000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-",4,2216000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",2,940000
201803,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B772","-",61,28060000
201803,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-",49,22540000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",223,99355000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B764","-",1,350000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-",1,320000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",281,62944000
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",559,110682000
201803,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",79,12426700
201803,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B739","-",3,471900
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",1091,171544300
201803,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",67,9802100
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",1026,150103800
201803,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",27,3950100
201803,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B738","-",6,877800
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",213,31161900
201803,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",46,6541108
201803,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","-",59,8389682
201803,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1401,196313867
201803,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",3,413367
201803,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","-",25,3444725
201803,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"Total Airport Services, Inc. (Inactive)","","Total Airport Services, Inc. (Inactive)","","Domestic","US","Freighter","Wide Body","Boeing","B762","-",5,1415000
201803,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",50,7275250
201803,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",1,137789
201803,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-",2,275578
201803,"Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"Sun Country Airlines","SY","Sun Country Airlines","SY","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",4,584900
201803,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",20,2925400
201803,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",4,516800
201803,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",151,21771200
201803,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",1192,152576000
201803,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",3,224871
201803,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",2,149914
201803,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E170","-",50,3747850
201803,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",1159,86875163
201803,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",341,25560337
201803,"SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",73,5471861
201803,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ9","-",2,150200
201803,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",240,16080000
201803,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ2","-",65,3055000
201803,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-",1320,62040000
201803,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-",31,14147067
201803,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A343","-",30,12698611
201803,"Redding Aero Enterprises","bxr","Redding Aero Enterprises","bxr","Domestic","US","Freighter","Turbo Prop","Cessna","C208","-",20,170000
201803,"Qantas Airways","QF","Qantas Airways","QF","International","Australia / Oceania","Passenger","Wide Body","Boeing","B744","-",27,17129000
201803,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","B748","-",16,12208000
201803,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","B744","-",5,3260000
201803,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A388","-",30,25893280
201803,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A346","-",31,17700907
201803,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B789","-",7,2975000
201803,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B773","-",55,30470000
201803,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",21,16023000
201803,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B744","-",8,5224000
201803,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B789","-",25,10625000
201803,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B773","-",1,554000
201803,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B744","-",6,3780000
201803,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",365,62604070
201803,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",150,21379305
201803,"Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-",58,4355800
201803,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",140,10500168
201803,"Hong Kong Airlines Limited","HX","Hong Kong Airlines Limited","HX","International","Asia","Passenger","Wide Body","Airbus","A359","-",4,1825428
201803,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",62,24876942
201803,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",1,171520
201803,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",26,3697148
201803,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",31,4590917
201803,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",69,9388389
201803,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",1,134482
201803,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-",35,11410000
201803,"Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Airbus","A388","-",31,26722217
201803,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",79,43766000
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-",48,16800000
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-",26,8320000
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",258,51084000
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",401,63077300
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",65,9509500
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B712","-",58,6380000
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",3,514557
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1,142198
201803,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",28,3765496
201803,"Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",162,12178836
201803,"Compass Airlines","CP","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Embraer","E170","-",323,24282494
201803,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-",14,5555648
201803,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-",24,15984000
201803,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Airbus","A359","-",10,4563570
201803,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","B773","-",60,33240000
201803,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-",25,11408925
201803,"COPA Airlines, Inc.","CM","COPA Airlines, Inc.","CM","International","Central America","Passenger","Narrow Body","Boeing","B738","-",80,11704000
201803,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-",1,554000
201803,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B772","-",10,4600000
201803,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B744","-",34,21383043
201803,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Airbus","A388","-",17,14654119
201803,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B763","-",22,7040000
201803,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B762","-",22,5984000
201803,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-",2,1304000
201803,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-",26,16846000
201803,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-",31,14010388
201803,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",207,29808000
201803,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",28,11110400
201803,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",798,136857000
201803,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",38,5403524
201803,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
201803,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",6,932800
201803,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",207,31923100
201803,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",33,4752000
201803,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",102,14688000
201803,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",12,1550400
201803,"Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-",140,24444840
201803,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",66,9414831
201803,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1714,244884822
201803,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",12,1653456
201803,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",202,27833176
201803,"Air Pacific Limited dba Fiji Airways","FJ","Air Pacific Limited dba Fiji Airways","FJ","International","Australia / Oceania","Passenger","Wide Body","Airbus","A332","-",5,1984160
201803,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",28,15512000
201803,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B772","-",3,1410000
201803,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-",30,14760000
201803,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-",32,17728000
201803,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B772","-",1,460104
201803,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B772","-",1,460104
201803,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","B748","-",31,21328000
201803,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","B789","-",7,2975000
